,Unnamed: 0,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Content
134,138,015100692X,2.34,The Crimson Petal and the White,Michel Faber,2002,Harcourt,http://images.amazon.com/images/P/015100692X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015100692X.01.LZZZZZZZ.jpg,"
At the heart of this panoramic, multidimensional narrative is the compelling struggle of a young woman to lift her body and soul out of the gutter. Faber leads us back to 1870s London, where Sugar, a nineteen-year-old whore in the brothel of the terrifying Mrs. Castaway, yearns for escape to a better life. Her ascent through the strata of Victorian society offers us intimacy with a host of lovable, maddening, unforgettable characters. They begin with William Rackham, an egotistical perfume magnate whose ambition is fueled by his lust for Sugar, and whose patronage brings her into proximity to his extended family and milieu: his unhinged, childlike wife, Agnes, who manages to overcome her chronic hysteria to make her appearances during ""the Season"" his mysteriously hidden-away daughter, Sophie, left to the care of minions his pious brother, Henry, foiled in his devotional calling by a persistently less-than-chaste love for the Widow Fox, whose efforts on behalf of The Rescue Society lead Henry into ever-more disturbing confrontations with flesh all this overseen by assorted preening socialites, drunken journalists, untrustworthy servants, vile guttersnipes, and whores of all stripes and persuasions.
The Crimson Petal and the White is a 2002 novel by Michel Faber set in Victorian England. The title is from an 1847 poem by Alfred, Lord Tennyson entitled ""Now Sleeps the Crimson Petal"", the opening line of which is ""Now sleeps the crimson petal, now the white.""
"
135,139,0671867113,2.3333333333333335,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,http://images.amazon.com/images/P/0671867113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg,"In her thirteenth full-length novel -- her most chillingly suspenseful yet -- Mary Higgins Clark, ""America's Queen of Suspense,"" delivers a tale of brilliantly sustained terror. Set in Newport, Rhode Island, in a world of old money and proud names, -- doesn't With a sense of swiftly mounting danger, and with the skill and insight into human nature that have made all Mary Higgins Clark's books major bestsellers, -- is enthralling suspense.
"
136,140,0345339703,2.3333333333333335,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,"
The 'Fellowship of the Ring' is the first part of Tolkien's epic adventure 'The Lord of the Rings'. Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care.
The Lord of the Rings is an epic high-fantasy novel by the English author and scholar J. R. R. Tolkien. Set in Middle-earth, the story began as a sequel to Tolkien's 1937 children's book The Hobbit, but eventually developed into a much larger work.
"
137,141,0142001740,2.33125,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,http://images.amazon.com/images/P/0142001740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg,"
From A to Z, the Penguin Drop Caps series collects 26 unique hardcovers—featuring cover art by Jessica Hische

It all begins with a letter. Fall in love with Penguin Drop Caps, a new series of twenty-six collectible and hardcover editions, each with a type cover showcasing a gorgeously illustrated letter of the alphabet. In a design collaboration between Jessica Hische and Penguin Art Director Paul Buckley, the series features unique cover art by Hische, a superstar in the world of type design and illustration, whose work has appeared everywhere from Tiffany & Co. to Wes Anderson's recent film Moonrise Kingdom to Penguin's own bestsellers Committed and Rules of Civility. With exclusive designs that have never before appeared on Hische's hugely popular Daily Drop Cap blog, the Penguin Drop Caps series launches with six perennial favorites to give as elegant gifts, or to showcase on your own shelves.

K is for Kidd. Set in South Carolina during the tumultuous summer of 1964, The Secret Life of Bees also ushered young Lily Owens, a girl transformed by the power and divinity of the female spirit, into the canon of modern-day heroines. Lily and her fierce-hearted black “stand-in mother” escape the racism of their hometown and find refuge with an eccentric trio of black beekeeping sisters, whose world of bees, honey, and the Black Madonna is mesmerizing.
The Secret Life of Bees is a fiction book by the American author Sue Monk Kidd. Set in 1964, it is a coming-of-age story about loss, betrayal, and the interracial landscape of the civil rights era of the American South. The book received critical acclaim and was a New York Times bestseller.
"
138,142,0449219461,2.3285714285714287,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg,"
It was one of those occasions when I suddenly realised how happy I was. I was female, single, with money in my pocket . . . I had nobody to answer to and no ties to speak of. As usual I’d forgotten how surges of goodwill merely presage bad news. After a three-week-long investigation, Kinsey couldn’t wait to get home. What she needed most was a few quiet days by herself – but two things happened to change all her plans. First she ran into a murder case. Then Kinsey met Bibianna Diaz, and before the night was over they were sharing a prison cell . . . ‘Vintage Grafton, terminal bullets and all’ Sunday Times ‘Terrifying, hilarious and rather touching . . . S is for Super Sleuth in a scorching story’ Daily Mail ‘Sue Grafton, creator of Kinsey Millhone, is the most exciting crime novelist around’ City Limits
""H"" Is for Homicide is the eighth novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California. In this novel, Kinsey Millhone goes under cover to help break up an insurance fraud ring in Los Angeles led by Raymond Maldonado.
"
139,143,0345370775,2.325301204819277,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg,"
#1 NEW YORK TIMES BESTSELLER • From the author of Timeline, Sphere, and Congo, this is the classic thriller of science run amok that took the world by storm.

Nominated as one of America’s best-loved novels by PBS’s The Great American Read

“[Michael] Crichton’s dinosaurs are genuinely frightening.”—Chicago Sun-Times

An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price.
 
Until something goes wrong. . . .
 
In Jurassic Park, Michael Crichton taps all his mesmerizing talent and scientific brilliance to create his most electrifying technothriller.

Praise for Jurassic Park
 
“Wonderful . . . powerful.”—The Washington Post Book World

“Frighteningly real . . . compelling . . . It’ll keep you riveted.”—The Detroit News
 
“Full of suspense.”—The New York Times Book Review
Jurassic Park is a 1990 Science fiction novel written by Michael Crichton. A cautionary tale about genetic engineering, it presents the collapse of a zoological park showcasing genetically recreated dinosaurs to illustrate the mathematical concept of chaos theory and its real-world implications.
"
140,144,0446610542,2.323943661971831,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg,"From the New York Times bestselling author of the Billionaire Bad Boys series, the first book in her laugh-out-loud romance series about three brothers finding love.

Foreign correspondent Roman Chandler has always prized his freedom above all else. Now losing a coin toss has sealed this youngest brother's fate. Finding someone to escort down the aisle is the easy part-every wannabe bride in sleepy Yorkshire Falls is itching to get hitched to this gorgeous, globe-trotting Chandler man. But Roman still lusts after the woman who got away. Stunning heartbreaker Charlotte Bronson has come home to put down roots and get her lingerie business off the ground. She wants a man that won't go chasing off to the far corners of the earth for a breaking news story. He wants her to say ""I do.""
"
141,145,0671027360,2.323529411764706,Angels &amp; Demons,Dan Brown,2001,Pocket Star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,"
Robert Langdon is called upon to identify a mysterious symbol seared onto a dead man's chest. It belongs to the Illuminati, a secret brotherhood with a vendetta against the Catholic Church.
Angels & Demons is a 2000 bestselling mystery-thriller novel written by American author Dan Brown and published by Pocket Books and then by Corgi Books. The novel introduces the character Robert Langdon, who recurs as the protagonist of Brown's subsequent novels.
"
142,146,0060959037,2.32,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,http://images.amazon.com/images/P/0060959037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg,"
WINNER OF THE PULITZER PRIZE FOR FICTION TWICE WINNER OF THE WOMEN'S PRIZE FOR FICTION THE MULTI-MILLION COPY BESTSELLING AUTHOR 'A rich and compulsive read' Guardian From the award-winning and internationally bestselling author of Demon Copperhead, The Lacuna and The Poisonwood Bible. It is summer in the Appalachian mountains and love, desire and attraction are in the air. Nature, too, it seems, is not immune. From her outpost in an isolated mountain cabin, Deanna Wolfe, a reclusive wildlife biologist, watches a den of coyotes that have recently migrated into the region. She is caught off guard by a young hunter who invades her most private spaces and interrupts her self-assured, solitary life. On a farm several miles down the mountain, Lusa Maluf Landowski, a bookish city girl turned farmer's wife, finds herself marooned in a strange place where she must declare or lose her attachment to the land that has become her own. And a few more miles down the road, a pair of elderly feuding neighbours tend their respective farms and wrangle about God, pesticides, and the possibilities of a future neither of them expected. Over the course of one humid summer, these characters find their connections of love to one another and to the surrounding nature with which they share a place. With its strong balance of narrative and drama, Prodigal Summer is stands alongside Demon Copperhead, The Poisonwood Bible and The Lacuna as one of Barbara Kingsolver's finest works.
Prodigal Summer is the fifth novel by American author Barbara Kingsolver. Heavily emphasizing ecological themes and her trademark interweaving plots, this novel tells three stories of love, loss and connections in rural Virginia.
"
143,147,0553280368,2.3118279569892475,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg,"
You haven't read a thriller until you read #1 New York Times bestselling author Sue Grafton's novels with her unforgettable P.I. Kinsey Millhone...

C IS FOR CALCULATED

How do you go about solving an attempted murder when the victim has lost a good part of his memory? It's one of Kinsey's toughest cases yet, but she never backs down from a challenge. Twenty-three-year-old Bobby Callahan is lucky to be alive after a car forced his Porsche over a bridge and into a canyon. The crash left Bobby with a clouded memory. But he can't shake the feeling it was no random accident and that he's still in danger...

C IS FOR CRIME

The only clues Kinsey has to go on are a little red address book and the name ""Blackman."" Bobby can't remember who he gave the address book to for safekeeping. And any chances of Bobby regaining his memory are dashed when he's killed in another automobile accident just three days after he hires Kinsey.

C IS FOR CORPSE

As Kinsey digs deeper into her investigation, she discovers Bobby had a secret worth killing for—and unearthing that secret could send Kinsey to her own early death...

""A"" Is for Alibi
""B"" Is for Burglar
""C"" Is for Corpse
""D"" Is for Deadbeat
""E"" Is for Evidence
""F"" Is for Fugitive
""G"" Is for Gumshoe
""H"" Is for Homicide
""I"" Is for Innocent
""J"" Is for Judgment
""K"" Is for Killer
""L"" is for Lawless
""M"" Is for Malice
""N"" Is for Noose
""O"" Is for Outlaw
""P"" Is for Peril
""Q"" Is for Quarry
""R"" Is for Ricochet
""S"" Is for Silence
""T"" Is for Trespass
""U"" Is for Undertow
""V"" Is for Vengeance
""W"" Is for Wasted
""X""
""C"" Is for Corpse is the third novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California.
"
144,148,0375705856,2.306451612903226,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,"
National Book Award Finalist

A heartstrong story of family and romance, tribulation and tenacity, set on the High Plains east of Denver.

In the small town of Holt, Colorado, a high school teacher is confronted with raising his two boys alone after their mother retreats first to the bedroom, then altogether. A teenage girl—her father long since disappeared, her mother unwilling to have her in the house—is pregnant, alone herself, with nowhere to go. And out in the country, two brothers, elderly bachelors, work the family homestead, the only world they've ever known. From these unsettled lives emerges a vision of life, and of the town and landscape that bind them together—their fates somehow overcoming the powerful circumstances of place and station, their confusion, curiosity, dignity and humor intact and resonant. As the milieu widens to embrace fully four generations, Kent Haruf displays an emotional and aesthetic authority to rival the past masters of a classic American tradition.
Plainsong is a bestselling novel by Kent Haruf. Set in the fictional town of Holt, Colorado, it tells the interlocking stories of some of the inhabitants. The title comes from a type of unadorned music sung in Christian churches, and is a reference to both the Great Plains setting and the simple style of the writing.
"
145,149,0312278586,2.301470588235294,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg,"
A New York Times BestsellerStruggling to graduate from NYU and afford her microscopic studio apartment, Nanny takes a position caring for the only son of the wealthy X family. She rapidly learns the insane amount of juggling involved to ensure that a Park Avenue wife who doesn't work, cook, clean or raise her own child has a smooth day. When the Xes' marriage begins to disintegrate, Nanny ends up involved way beyond the bounds of human decency. Her tenure with the X family becomes an impossible mission to maintain the mental health of their four year old, her own integrity and, most important, her sense of humor. Over nine tense months Mrs. X and Nanny perform the age-old dance of decorum and power.
The Nanny Diaries is a 2002 novel by Emma McLaughlin and Nicola Kraus, both of whom are former nannies. The book satirizes upper-class Manhattan society as seen through the eyes of their children's caregivers.
"
146,150,0553271636,2.297619047619047,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg,"
‘My name is Kinsey Millhone. I’m a private investigator . . . female, single and self-employed, with a constitutional inability to work for anyone else. I’m a purist when it comes to justice, but I’ll lie at the drop of a hat. Inconsistency has never troubled me . . .’ It was late October, the day before Halloween. He introduced himself as Alvin Limardo. The job he hired Kinsey to do seemed easy enough . . . until his cheque bounced. His real name was Dagett. John Dagett. Ex-con. Inveterate liar. Chronic drunk. And dead. The cops called it an accident – death by drowning. Kinsey wasn’t so sure. The man, it seemed, had a lot of enemies . . . ‘D is for deft and diverting’ Guardian ‘Witty and clever’ The Times ‘Heart-pounding, totally mesmerizing suspense’ New York Times
""D"" Is for Deadbeat is the fourth novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California. The novel follows the development of Kinsey's relationship with Jonah Robb, the police officer she met in B is for Burglar.
"
147,151,0671041789,2.2962962962962963,The Green Mile,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671041789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671041789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671041789.01.LZZZZZZZ.jpg,"
Masterfully told and as suspenseful as it is haunting, The Green Mile is Stephen King’s classic #1 New York Times bestselling dramatic serial novel and inspiration for the Oscar-nominated film starring Tom Hanks.

Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk “the Green Mile,” the lime-colored linoleum corridor leading to a final meeting with Old Sparky, Cold Mountain’s electric chair. Prison guard Paul Edgecombe has seen his share of oddities over the years working the Mile, but he’s never seen anything like John Coffey—a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. And in this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about John Coffey—a truth that will challenge his most cherished beliefs…
The Green Mile is a 1996 serial novel by American writer Stephen King. It tells the story of death row supervisor Paul Edgecombe's encounter with John Coffey, an unusual inmate who displays inexplicable healing and empathetic abilities.
"
148,152,051513628X,2.2941176470588234,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,"
The pleasure of your company is desired for cocktails and conversation. 8pm, 4th September. Warrior's Peak. You are the Key. The lock awaits.

When Malory Price is issued with the above invitation she is naturally suspicious, especially as Warrior's Peak is a local mansion house straight out of a Hollywood horror movie. But with her overdraft at crisis limit and on the verge of losing her job at a local art gallery, she has little to lose by attending the event.

But Malory is about to get more than she bargained for. At Warrior's Peak she finds that she and two other women are the only guests of their mysterious hosts. They are told an amazing story of magic, gods and goddesses; and of three demi-goddesses who have been cast into an eternal sleep, their mortal souls placed under lock and key. And in every generation, three women are born who alone have the power to free them - if they are prepared to accept the challenge.

Three women. Three keys to find. If one fails, they all lose. If they all succeed - money, power and a new destiny awaits. It will take more than intellect, more than determination. They will have to open their hearts, their minds, and believe that everything and anything is possible.
"
149,153,0449221512,2.2658227848101267,I Is for Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg,"
"" One of Kinsey's most electryfing adventures to date...Another irresistible installment of Ms. Grafton's series.""
THE BALTIMORE SUN
Fired by the insurance agency for whom she investigates, Kinsey is forced to take on a last-minute murder investigation in which the ex-husband of a murdered artist claims that David Barney, her current husband, is guilty as sin. Barney gets to Kinsey and insists he's innocent. But if he is, who's guilty? In trying to learn who's been getting away with murder, Kinsey may be courting her own....
""I"" Is for Innocent is the ninth novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California.
"
150,154,0449223604,2.263888888888889,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg,"
Brace yourself for an ""Electrifying and thoroughly satisfying"" read (Publishers Weekly) from #1 New York Times bestselling author Sue Grafton

M is for MONEY...

Malek Construction is a mega-million-dollar company that grew out of modest soil to become one of the big three in California construction—and one of the few still in family hands. Today, the three Malek sons stand to inherit a fortune, but in order for any one of them to claim his share, the missing fourth brother must be found.

M is for MISSING...

Now it's up to Kinsey Millhone to find the man who, eighteen years ago, vanished without a trace. Did he run away—or was he abducted? Did he intend to make something of himself on his own, apart from the wealth and prowess of his family, or were his motives something more sinister?

M is for MALICE

The ties that bind. The rivalries of brotherhood. The fall of an empire... As Kinsey tries to unravel the mystery of the missing Malek brother she finds herself in a heart-stopping race against time in which loyalties are tested, greed is rampant, and no one—including Kinsey herself—is safe...

""A"" Is for Alibi
""B"" Is for Burglar
""C"" Is for Corpse
""D"" Is for Deadbeat
""E"" Is for Evidence
""F"" Is for Fugitive
""G"" Is for Gumshoe
""H"" Is for Homicide
""I"" Is for Innocent
""J"" Is for Judgment
""K"" Is for Killer
""L"" is for Lawless
""M"" Is for Malice
""N"" Is for Noose
""O"" Is for Outlaw
""P"" Is for Peril
""Q"" Is for Quarry
""R"" Is for Ricochet
""S"" Is for Silence
""T"" Is for Trespass
""U"" Is for Undertow
""V"" Is for Vengeance
""W"" Is for Wasted
""X""
""M"" Is for Malice is the 13th novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California. The novel is set in 1986.
"
151,155,0425163407,2.257575757575758,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg,"
The eighth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell.

'America's most chilling writer of crime fiction' The Times

A sadistic serial killer, the weapon a deadly virus . . .

Dublin, Ireland and Richmond, Virginia: separated by thousands of miles - linked by murder. For Dr Kay Scarpetta a lecture stint in Ireland provides the perfect opportunity to find out if the murders on both sides of the Atlantic are indeed connected. Five dismembered, beheaded bodies were found in Ireland five years ago - now four have been discovered in the States.

But the tenth corpse in Virginia is different. There are vital discrepancies, and an indication that the elderly victim was already seriously ill. A copy-cat killing. Ghoulish, perhaps, but not unusual. And then abject terror grips Scarpetta and her colleagues when the next body is found. The circumstances of death broadcast a clear and horrifying message: the killer is armed with the most lethal weapon on earth - smallpox.

Praise for the groundbreaking series:

'One of the best crime writers writing today' Guardian

'Devilishly clever' Sunday Times

'The top gun in this field' Daily Telegraph

'Forget the pretenders. Cornwell reigns' Mirror

'The Agatha Christie of the DNA age' Express
Unnatural Exposure is a crime fiction novel by Patricia Cornwell. It is the eighth book in the Dr. Kay Scarpetta series. The story is set in Richmond, Virginia and Ireland.
"
152,156,0441003257,2.2545454545454544,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg,"Twenty Thousand Leagues Under the Seas is a classic science fiction adventure novel by French writer Jules Verne. The novel was originally serialized from March 1869 through June 1870 in Pierre-Jules Hetzel's fortnightly periodical, the Magasin d'éducation et de récréation.
"
153,157,0446675059,2.2545454545454544,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,http://images.amazon.com/images/P/0446675059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.LZZZZZZZ.jpg,"Caney Paxton wanted his cafe to have the biggest and brightest sign in Eastern Oklahoma-the ""opening soon"" part was supposed to be just a removable, painted notice. But a fateful misunderstanding gave Vietnam vet Caney the flashiest joke in the entire state. Twelve years later, the once-busy highway is dead and the sign is as worn as Caney, who hasn't ventured outside the diner since it opened. Then one blustery December day, a thirtyish Crow woman blows in with a three-legged dog in her arms and a long-buried secret on her mind. Hiring on as a carhop, Vena Takes Horse is soon shaking up business, the locals, and Caney's heart...as she teaches them all about generosity of spirit, love, and the possibility of promise-just like the sign says.
"
154,158,0553213172,2.2545454545454544,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg,"
“Harvest is ended and summer is gone,” quoted Anne Shirley, gazing across the shorn fields dreamily. She and Diana Barry had been picking apples in the Green Gables orchard, but were now resting from their labors in a sunny corner, where airy fleets of thistledown drifted by on the wings of a wind that was still summer-sweet with the incense of ferns in the Haunted Wood. But everything in the landscape around them spoke of autumn. The sea was roaring hollowly in the distance, the fields were bare and sere, scarfed with golden rod, the brook valley below Green Gables overflowed with asters of ethereal purple, and the Lake of Shining Waters was blue—blue—blue; not the changeful blue of spring, nor the pale azure of summer, but a clear, steadfast, serene blue, as if the water were past all moods and tenses of emotion and had settled down to a tranquility unbroken by fickle dreams. “It has been a nice summer,” said Diana, twisting the new ring on her left hand with a smile. “And Miss Lavendar’s wedding seemed to come as a sort of crown to it. I suppose Mr. and Mrs. Irving are on the Pacific coast now.” “It seems to me they have been gone long enough to go around the world,” sighed Anne. “I can’t believe it is only a week since they were married. Everything has changed. Miss Lavendar and Mr. and Mrs. Allan gone—how lonely the manse looks with the shutters all closed! I went past it last night, and it made me feel as if everybody in it had died.” “We’ll never get another minister as nice as Mr. Allan,” said Diana, with gloomy conviction. “I suppose we’ll have all kinds of supplies this winter, and half the Sundays no preaching at all. And you and Gilbert gone—it will be awfully dull.” “Fred will be here,” insinuated Anne slyly. “When is Mrs. Lynde going to move up?” asked Diana, as if she had not heard Anne’s remark...
"
155,159,0375726403,2.247311827956989,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg,"
WINNER OF THE PULITZER PRIZE FOR FICTION

Miles Roby has been slinging burgers at the Empire Grill for 20 years, a job that cost him his college education and much of his self-respect. What keeps him there? It could be his bright, sensitive daughter Tick, who needs all his help surviving the local high school. Or maybe it's Janine, Miles' soon-to-be ex-wife, who's taken up with a noxiously vain health-club proprietor. Or perhaps it's the imperious Francine Whiting, who owns everything in town - and seems to believe that 'everything' includes Miles himself.

In Empire Falls Richard Russo delves deep into the blue-collar heart of America in a work that overflows with hilarity, heartache, and grace.
Empire Falls is a 2001 novel written by Richard Russo. It won the Pulitzer Prize for Fiction in 2002, and follows the story of Miles Roby in a fictional, small blue-collar town in Maine and the people, places, and the past surrounding him, as manager of the Empire Grill diner.
"
156,160,0449221490,2.242857142857143,L Is for Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg,"
L is for Lawless is the twelfth in the Kinsey Millhone mystery series by Sue Grafton.

It was the week before Thanksgiving when Kinsey Millhone first heard the sad story of the late Johnny Lee, the World War II fighter pilot of whom, rather mysteriously, the military authorities have no record. His family are concerned – perhaps Kinsey could make a few calls, straighten things out?

Then Johnny's apartment is ransacked. In the debris a hidden safe is uncovered – and in that safe is a mysterious key marked LAWLESS.

That night Kinsey's on a plane to Dallas, at the start of a thrilling rollercoaster ride through Texas and Kentucky on the trail of long-buried treasure. Unfortunately there's a fire-raising psychopath on her tail . . .

And she's going to be late for a very important wedding . . .
""L"" Is for Lawless is the 12th novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California.
"
157,161,0553579754,2.242424242424242,Fear Nothing,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg,"
Fear, compassion, evil, courage, hope, wonder, the exquisite terror of not knowing what will happen on the next page to characters you care about deeply--these are the marvels that Dean Koontz weaves into the unique tapestry of every novel. His storytelling talents have earned him the devotion of fans around the world, making him one of the most popular authors of our time, with more than 200 million copies of his books sold worldwide. If you are already a fan, prepare yourself to settle into a novel Dean Koontz considers perhaps his best work to date. If you are a brand-new Dean Koontz reader, buckle up for what will be a most breathtaking ride through the long, enthralling night of... Christopher Snow is different from all the other residents of Moonlight Bay, different from anyone you've ever met. For Christopher Snow has made his peace with a very rare genetic disorder shared by only one thousand other Americans, a disorder that leaves him dangerously vulnerable to light. His life is filled with the fascinating rituals of one who must embrace the dark. He knows the night as no one else ever will, ever can--the mystery, the beauty, the many terrors, and the eerie, silken rhythms of the night--for it is only at night that he is free. Until the night he witnesses a series of disturbing incidents that sweep him into a violent mystery only he can solve, a mystery that will force him to rise above all fears and confront the many-layered strangeness of Moonlight Bay and its residents. Once again drawing daringly from several genres, Dean Koontz has created a narrative that is a thriller, a mystery, a wild adventure, a novel of friendship, a rousing story of triumph over severe physical limitations, and a haunting cautionary tale.
"
